code,report_date,publish_date
601881,2026-03-31,2026-04-30
601881,2026-06-30,2026-08-29
000708,2015-03-31,2015-04-25
000708,2015-06-30,2015-08-18
000708,2015-09-30,2015-10-20
000708,2015-12-31,2016-03-19
000708,2016-03-31,2016-04-19
000708,2016-06-30,2016-08-11
000708,2016-09-30,2016-10-22
000708,2016-12-31,2017-02-25
000708,2017-03-31,2017-04-22
000708,2017-06-30,2017-08-18
000708,2017-09-30,2017-10-27
000708,2017-12-31,2018-03-08
000708,2018-03-31,2018-04-21
000708,2018-06-30,2018-08-16
000708,2018-09-30,2018-10-27
000708,2018-12-31,2019-02-27
000708,2019-03-31,2019-04-23
000708,2019-06-30,2019-08-20
000708,2019-09-30,2019-10-23
000708,2019-12-31,2020-03-06
000708,2020-03-31,2020-04-22
000708,2020-06-30,2020-08-18
000708,2020-09-30,2020-10-17
000708,2020-12-31,2021-03-02
000708,2021-03-31,2021-04-28
000708,2021-06-30,2021-08-17
000708,2021-09-30,2021-10-12
000708,2021-12-31,2022-03-11
000708,2022-03-31,2022-04-23
000708,2022-06-30,2022-08-16
000708,2022-09-30,2022-10-26
000708,2022-12-31,2023-03-18
000708,2023-03-31,2023-04-22
000708,2023-06-30,2023-08-19
000708,2023-09-30,2023-10-28
000708,2023-12-31,2024-03-13
000708,2024-03-31,2024-04-23
000708,2024-06-30,2024-08-20
000708,2024-09-30,2024-10-26
000708,2024-12-31,2025-03-20
000708,2025-03-31,2025-04-19
000708,2025-06-30,2025-08-20
000708,2025-09-30,2025-10-25
000708,2025-12-31,2026-03-17
000708,2026-03-31,2026-04-23
000708,2026-06-30,2026-08-21
688041,2022-09-30,2022-10-27
688041,2022-12-31,2023-04-18
688041,2023-03-31,2023-04-26
688041,2023-06-30,2023-08-25
688041,2023-09-30,2023-10-18
688041,2023-12-31,2024-04-12
688041,2024-03-31,2024-04-26
688041,2024-06-30,2024-08-15
688041,2024-09-30,2024-10-16
688041,2024-12-31,2025-03-01
688041,2025-03-31,2025-04-22
688041,2025-06-30,2025-08-06
688041,2025-09-30,2025-10-16
688041,2025-12-31,2026-04-08
688041,2026-03-31,2026-04-08
688041,2026-06-30,2026-08-14
601117,2015-03-31,2015-04-17
601117,2015-06-30,2015-08-20
601117,2015-09-30,2015-10-29
601117,2015-12-31,2016-04-20
601117,2016-03-31,2016-04-20
601117,2016-06-30,2016-08-27
601117,2016-09-30,2016-10-28
601117,2016-12-31,2017-04-22
601117,2017-03-31,2017-04-26
601117,2017-06-30,2017-08-29
601117,2017-09-30,2017-10-28
601117,2017-12-31,2018-04-27
601117,2018-03-31,2018-04-27
601117,2018-06-30,2018-08-30
601117,2018-09-30,2018-10-31
601117,2018-12-31,2019-04-12
601117,2019-03-31,2019-04-30
601117,2019-06-30,2019-08-30
601117,2019-09-30,2019-10-31
601117,2019-12-31,2020-04-24
601117,2020-03-31,2020-04-30
601117,2020-06-30,2020-08-21
601117,2020-09-30,2020-10-31
601117,2020-12-31,2021-04-29
601117,2021-03-31,2021-04-29
601117,2021-06-30,2021-08-30
601117,2021-09-30,2021-10-30
601117,2021-12-31,2022-04-28
601117,2022-03-31,2022-04-28
601117,2022-06-30,2022-08-16
601117,2022-09-30,2022-10-29
601117,2022-12-31,2023-03-28
601117,2023-03-31,2023-04-29
601117,2023-06-30,2023-08-31
601117,2023-09-30,2023-10-28
601117,2023-12-31,2024-04-29
601117,2024-03-31,2024-04-29
601117,2024-06-30,2024-08-31
601117,2024-09-30,2024-10-31
601117,2024-12-31,2025-04-30
601117,2025-03-31,2025-04-30
601117,2025-06-30,2025-08-26
601117,2025-09-30,2025-10-30
601117,2025-12-31,2026-03-25
601117,2026-03-31,2026-04-28
601117,2026-06-30,2026-08-31
600584,2015-03-31,2015-04-30
600584,2015-06-30,2015-08-27
600584,2015-09-30,2015-10-31
600584,2015-12-31,2016-04-29
600584,2016-03-31,2016-04-29
600584,2016-06-30,2016-08-25
600584,2016-09-30,2016-10-29
600584,2016-12-31,2017-04-20
600584,2017-03-31,2017-04-29
600584,2017-06-30,2017-08-26
600584,2017-09-30,2017-10-30
600584,2017-12-31,2018-04-12
600584,2018-03-31,2018-04-28
600584,2018-06-30,2018-08-29
600584,2018-09-30,2018-10-31
600584,2018-12-31,2019-04-27
600584,2019-03-31,2019-04-30
600584,2019-06-30,2019-08-29
600584,2019-09-30,2019-10-30
600584,2019-12-31,2020-04-30
600584,2020-03-31,2020-04-30
600584,2020-06-30,2020-08-21
600584,2020-09-30,2020-10-31
600584,2020-12-31,2021-04-29
600584,2021-03-31,2021-04-29
600584,2021-06-30,2021-08-21
600584,2021-09-30,2021-10-28
600584,2021-12-31,2022-03-31
600584,2022-03-31,2022-04-30
600584,2022-06-30,2022-08-19
600584,2022-09-30,2022-10-28
600584,2022-12-31,2023-03-31
600584,2023-03-31,2023-04-26
600584,2023-06-30,2023-08-26
600584,2023-09-30,2023-10-28
600584,2023-12-31,2024-04-19
600584,2024-03-31,2024-04-25
600584,2024-06-30,2024-08-24
600584,2024-09-30,2024-10-26
600584,2024-12-31,2025-04-21
600584,2025-03-31,2025-04-29
600584,2025-06-30,2025-08-21
600584,2025-09-30,2025-10-24
600584,2025-12-31,2026-04-10
600584,2026-03-31,2026-04-29
600584,2026-06-30,2026-08-21
300015,2015-03-31,2015-04-21
300015,2015-06-30,2015-08-20
300015,2015-09-30,2015-10-23
300015,2015-12-31,2016-03-29
300015,2016-03-31,2016-04-21
300015,2016-06-30,2016-08-20
300015,2016-09-30,2016-10-25
300015,2016-12-31,2017-04-06
300015,2017-03-31,2017-04-25
300015,2017-06-30,2017-08-26
300015,2017-09-30,2017-10-24
300015,2017-12-31,2018-04-21
300015,2018-03-31,2018-04-25
300015,2018-06-30,2018-08-25
300015,2018-09-30,2018-10-27
300015,2018-12-31,2019-04-26
300015,2019-03-31,2019-04-26
300015,2019-06-30,2019-08-23
300015,2019-09-30,2019-10-26
300015,2019-12-31,2020-04-23
300015,2020-03-31,2020-04-29
300015,2020-06-30,2020-08-26
300015,2020-09-30,2020-10-27
300015,2020-12-31,2021-04-23
300015,2021-03-31,2021-04-23
300015,2021-06-30,2021-08-27
300015,2021-09-30,2021-10-26
300015,2021-12-31,2022-04-26
300015,2022-03-31,2022-04-26
300015,2022-06-30,2022-08-25
300015,2022-09-30,2022-10-26
300015,2022-12-31,2023-04-26
300015,2023-03-31,2023-04-26
300015,2023-06-30,2023-08-25
300015,2023-09-30,2023-10-26
300015,2023-12-31,2024-04-26
300015,2024-03-31,2024-04-26
300015,2024-06-30,2024-08-24
300015,2024-09-30,2024-10-31
300015,2024-12-31,2025-04-25
300015,2025-03-31,2025-04-25
300015,2025-06-30,2025-08-27
300015,2025-09-30,2025-10-28
300015,2025-12-31,2026-04-24
300015,2026-03-31,2026-04-24
300015,2026-06-30,2026-08-28
688082,2021-12-31,2022-03-02
688082,2022-03-31,2022-04-28
688082,2022-06-30,2022-08-08
688082,2022-09-30,2022-10-28
688082,2022-12-31,2023-02-25
688082,2023-03-31,2023-04-27
688082,2023-06-30,2023-08-05
688082,2023-09-30,2023-10-28
688082,2023-12-31,2024-02-29
688082,2024-03-31,2024-04-27
688082,2024-06-30,2024-08-08
688082,2024-09-30,2024-10-31
688082,2024-12-31,2025-02-27
688082,2025-03-31,2025-04-30
688082,2025-06-30,2025-08-07
688082,2025-09-30,2025-10-30
688082,2025-12-31,2026-02-27
688082,2026-03-31,2026-04-28
688082,2026-06-30,2026-08-08
600023,2015-03-31,2015-04-28
600023,2015-06-30,2015-08-20
600023,2015-09-30,2015-10-29
600023,2015-12-31,2016-04-09
600023,2016-03-31,2016-04-28
600023,2016-06-30,2016-08-16
600023,2016-09-30,2016-10-28
600023,2016-12-31,2017-04-08
600023,2017-03-31,2017-04-26
600023,2017-06-30,2017-08-19
600023,2017-09-30,2017-10-28
600023,2017-12-31,2018-04-11
600023,2018-03-31,2018-04-26
600023,2018-06-30,2018-08-23
600023,2018-09-30,2018-10-27
600023,2018-12-31,2019-04-16
600023,2019-03-31,2019-04-27
600023,2019-06-30,2019-08-27
600023,2019-09-30,2019-10-30
600023,2019-12-31,2020-04-28
600023,2020-03-31,2020-04-28
600023,2020-06-30,2020-08-26
600023,2020-09-30,2020-10-30
600023,2020-12-31,2021-04-28
600023,2021-03-31,2021-04-28
600023,2021-06-30,2021-08-28
600023,2021-09-30,2021-10-29
600023,2021-12-31,2022-04-29
600023,2022-03-31,2022-04-29
600023,2022-06-30,2022-08-27
600023,2022-09-30,2022-10-29
600023,2022-12-31,2023-04-28
600023,2023-03-31,2023-04-28
600023,2023-06-30,2023-08-30
600023,2023-09-30,2023-10-28
600023,2023-12-31,2024-04-30
600023,2024-03-31,2024-04-30
600023,2024-06-30,2024-08-30
600023,2024-09-30,2024-10-30
600023,2024-12-31,2025-04-29
600023,2025-03-31,2025-04-29
600023,2025-06-30,2025-08-29
600023,2025-09-30,2025-10-30
600023,2025-12-31,2026-04-28
600023,2026-03-31,2026-04-28
600023,2026-06-30,2026-08-29
600989,2019-06-30,2019-08-09
600989,2019-09-30,2019-10-25
600989,2019-12-31,2020-03-16
600989,2020-03-31,2020-04-28
600989,2020-06-30,2020-08-11
600989,2020-09-30,2020-10-26
600989,2020-12-31,2021-03-11
600989,2021-03-31,2021-04-19
600989,2021-06-30,2021-08-10
600989,2021-09-30,2021-10-28
600989,2021-12-31,2022-03-10
600989,2022-03-31,2022-04-19
600989,2022-06-30,2022-08-10
600989,2022-09-30,2022-10-28
600989,2022-12-31,2023-03-10
600989,2023-03-31,2023-04-21
600989,2023-06-30,2023-08-26
600989,2023-09-30,2023-10-28
600989,2023-12-31,2024-03-22
600989,2024-03-31,2024-04-26
600989,2024-06-30,2024-08-13
600989,2024-09-30,2024-10-31
600989,2024-12-31,2025-03-12
600989,2025-03-31,2025-04-23
600989,2025-06-30,2025-08-22
600989,2025-09-30,2025-10-24
600989,2025-12-31,2026-03-13
600989,2026-03-31,2026-04-24
600989,2026-06-30,2026-08-13
600009,2015-03-31,2015-04-28
600009,2015-06-30,2015-08-28
600009,2015-09-30,2015-10-28
600009,2015-12-31,2016-03-12
600009,2016-03-31,2016-04-28
600009,2016-06-30,2016-08-27
600009,2016-09-30,2016-10-29
600009,2016-12-31,2017-03-18
600009,2017-03-31,2017-04-28
600009,2017-06-30,2017-08-26
600009,2017-09-30,2017-10-28
600009,2017-12-31,2018-03-24
600009,2018-03-31,2018-04-27
600009,2018-06-30,2018-08-25
600009,2018-09-30,2018-10-30
600009,2018-12-31,2019-03-23
600009,2019-03-31,2019-04-27
600009,2019-06-30,2019-08-28
600009,2019-09-30,2019-10-30
600009,2019-12-31,2020-03-28
600009,2020-03-31,2020-04-29
600009,2020-06-30,2020-08-29
600009,2020-09-30,2020-10-31
600009,2020-12-31,2021-03-27
600009,2021-03-31,2021-04-29
600009,2021-06-30,2021-08-28
600009,2021-09-30,2021-10-23
600009,2021-12-31,2022-04-16
600009,2022-03-31,2022-04-30
600009,2022-06-30,2022-08-31
600009,2022-09-30,2022-10-29
600009,2022-12-31,2023-04-29
600009,2023-03-31,2023-04-29
600009,2023-06-30,2023-08-31
600009,2023-09-30,2023-10-31
600009,2023-12-31,2024-03-30
600009,2024-03-31,2024-04-30
600009,2024-06-30,2024-08-17
600009,2024-09-30,2024-10-31
600009,2024-12-31,2025-04-29
600009,2025-03-31,2025-04-29
600009,2025-06-30,2025-08-30
600009,2025-09-30,2025-10-31
600009,2025-12-31,2026-04-30
600009,2026-03-31,2026-04-30
600009,2026-06-30,2026-08-20
601868,2021-09-30,2021-10-29
601868,2021-12-31,2022-03-30
601868,2022-03-31,2022-04-30
601868,2022-06-30,2022-08-31
601868,2022-09-30,2022-10-29
601868,2022-12-31,2023-03-31
601868,2023-03-31,2023-04-28
601868,2023-06-30,2023-08-31
601868,2023-09-30,2023-10-28
601868,2023-12-31,2024-03-29
601868,2024-03-31,2024-04-30
601868,2024-06-30,2024-08-31
601868,2024-09-30,2024-10-31
601868,2024-12-31,2025-03-29
601868,2025-03-31,2025-04-30
601868,2025-06-30,2025-08-29
601868,2025-09-30,2025-10-31
601868,2025-12-31,2026-03-28
601868,2026-03-31,2026-04-30
601868,2026-06-30,2026-08-31
601698,2019-06-30,2019-08-27
601698,2019-09-30,2019-10-30
601698,2019-12-31,2020-04-17
601698,2020-03-31,2020-04-30
601698,2020-06-30,2020-08-31
601698,2020-09-30,2020-10-31
601698,2020-12-31,2021-04-27
601698,2021-03-31,2021-04-30
601698,2021-06-30,2021-08-27
601698,2021-09-30,2021-10-30
601698,2021-12-31,2022-04-29
601698,2022-03-31,2022-04-30
601698,2022-06-30,2022-08-31
601698,2022-09-30,2022-10-31
601698,2022-12-31,2023-04-28
601698,2023-03-31,2023-04-29
601698,2023-06-30,2023-08-31
601698,2023-09-30,2023-10-31
601698,2023-12-31,2024-04-02
601698,2024-03-31,2024-04-30
601698,2024-06-30,2024-08-31
601698,2024-09-30,2024-10-31
601698,2024-12-31,2025-04-02
601698,2025-03-31,2025-04-30
601698,2025-06-30,2025-08-28
601698,2025-09-30,2025-10-31
601698,2025-12-31,2026-04-01
601698,2026-03-31,2026-04-30
601698,2026-06-30,2026-08-25
301269,2022-06-30,2022-08-25
301269,2022-09-30,2022-10-25
301269,2022-12-31,2023-04-28
301269,2023-03-31,2023-04-28
301269,2023-06-30,2023-07-28
301269,2023-09-30,2023-10-31
301269,2023-12-31,2024-04-29
301269,2024-03-31,2024-04-29
301269,2024-06-30,2024-08-09
301269,2024-09-30,2024-10-30
301269,2024-12-31,2025-04-28
301269,2025-03-31,2025-04-29
301269,2025-06-30,2025-08-16
301269,2025-09-30,2025-10-30
301269,2025-12-31,2026-04-28
301269,2026-03-31,2026-04-28
301269,2026-06-30,2026-08-29
300413,2015-03-31,2015-04-24
300413,2015-06-30,2015-08-21
300413,2015-09-30,2015-10-24
300413,2015-12-31,2016-04-23
300413,2016-03-31,2016-04-27
300413,2016-06-30,2016-08-20
300413,2016-09-30,2016-10-27
300413,2016-12-31,2017-04-21
300413,2017-03-31,2017-04-25
300413,2017-06-30,2017-08-28
300413,2017-09-30,2017-10-27
300413,2017-12-31,2018-03-01
300413,2018-03-31,2018-04-26
300413,2018-06-30,2018-08-30
300413,2018-09-30,2018-10-29
300413,2018-12-31,2019-04-30
300413,2019-03-31,2019-04-30
300413,2019-06-30,2019-08-30
300413,2019-09-30,2019-10-29
300413,2019-12-31,2020-04-25
300413,2020-03-31,2020-04-25
300413,2020-06-30,2020-08-27
300413,2020-09-30,2020-10-30
300413,2020-12-31,2021-04-26
300413,2021-03-31,2021-04-26
300413,2021-06-30,2021-08-18
300413,2021-09-30,2021-10-28
300413,2021-12-31,2022-04-25
300413,2022-03-31,2022-04-25
300413,2022-06-30,2022-08-18
300413,2022-09-30,2022-10-25
300413,2022-12-31,2023-04-22
300413,2023-03-31,2023-04-22
300413,2023-06-30,2023-08-18
300413,2023-09-30,2023-10-25
300413,2023-12-31,2024-04-22
300413,2024-03-31,2024-04-22
300413,2024-06-30,2024-08-22
300413,2024-09-30,2024-10-26
300413,2024-12-31,2025-04-26
300413,2025-03-31,2025-04-26
300413,2025-06-30,2025-08-23
300413,2025-09-30,2025-10-25
300413,2025-12-31,2026-04-25
300413,2026-03-31,2026-04-25
300413,2026-06-30,2026-08-22
601288,2015-03-31,2015-04-29
601288,2015-06-30,2015-08-28
601288,2015-09-30,2015-10-24
601288,2015-12-31,2016-04-01
601288,2016-03-31,2016-04-29
601288,2016-06-30,2016-08-27
601288,2016-09-30,2016-10-29
601288,2016-12-31,2017-03-29
601288,2017-03-31,2017-04-29
601288,2017-06-30,2017-08-31
601288,2017-09-30,2017-10-31
601288,2017-12-31,2018-03-27
601288,2018-03-31,2018-04-28
601288,2018-06-30,2018-08-29
601288,2018-09-30,2018-10-31
601288,2018-12-31,2019-03-30
601288,2019-03-31,2019-04-27
601288,2019-06-30,2019-08-31
601288,2019-09-30,2019-10-26
601288,2019-12-31,2020-03-31
601288,2020-03-31,2020-04-29
601288,2020-06-30,2020-08-31
601288,2020-09-30,2020-10-31
601288,2020-12-31,2021-03-31
601288,2021-03-31,2021-04-30
601288,2021-06-30,2021-08-31
601288,2021-09-30,2021-10-29
601288,2021-12-31,2022-03-31
601288,2022-03-31,2022-04-30
601288,2022-06-30,2022-08-30
601288,2022-09-30,2022-10-29
601288,2022-12-31,2023-03-31
601288,2023-03-31,2023-04-29
601288,2023-06-30,2023-08-30
601288,2023-09-30,2023-10-28
601288,2023-12-31,2024-03-29
601288,2024-03-31,2024-04-30
601288,2024-06-30,2024-08-31
601288,2024-09-30,2024-10-31
601288,2024-12-31,2025-03-29
601288,2025-03-31,2025-04-30
601288,2025-06-30,2025-08-30
601288,2025-09-30,2025-10-31
601288,2025-12-31,2026-03-31
601288,2026-03-31,2026-04-30
601288,2026-06-30,2026-08-29
001979,2015-12-31,2016-03-29
001979,2016-03-31,2016-04-28
001979,2016-06-30,2016-08-23
001979,2016-09-30,2016-10-31
001979,2016-12-31,2017-03-28
001979,2017-03-31,2017-04-21
001979,2017-06-30,2017-08-22
001979,2017-09-30,2017-10-31
001979,2017-12-31,2018-03-27
001979,2018-03-31,2018-04-24
001979,2018-06-30,2018-08-21
001979,2018-09-30,2018-10-23
001979,2018-12-31,2019-03-19
001979,2019-03-31,2019-04-30
001979,2019-06-30,2019-08-27
001979,2019-09-30,2019-10-30
001979,2019-12-31,2020-04-21
001979,2020-03-31,2020-04-30
001979,2020-06-30,2020-08-25
001979,2020-09-30,2020-10-20
001979,2020-12-31,2021-03-23
001979,2021-03-31,2021-04-20
001979,2021-06-30,2021-08-24
001979,2021-09-30,2021-10-28
001979,2021-12-31,2022-03-22
001979,2022-03-31,2022-04-28
001979,2022-06-30,2022-08-30
001979,2022-09-30,2022-10-31
001979,2022-12-31,2023-03-21
001979,2023-03-31,2023-04-22
001979,2023-06-30,2023-08-29
001979,2023-09-30,2023-10-31
001979,2023-12-31,2024-03-19
001979,2024-03-31,2024-04-30
001979,2024-06-30,2024-08-31
001979,2024-09-30,2024-10-31
001979,2024-12-31,2025-03-18
001979,2025-03-31,2025-04-30
001979,2025-06-30,2025-08-29
001979,2025-09-30,2025-10-31
001979,2025-12-31,2026-03-17
001979,2026-03-31,2026-04-30
001979,2026-06-30,2026-08-29
000333,2015-03-31,2015-04-29
000333,2015-06-30,2015-08-31
000333,2015-09-30,2015-10-29
000333,2015-12-31,2016-03-26
000333,2016-03-31,2016-04-30
000333,2016-06-30,2016-08-31
000333,2016-09-30,2016-10-31
000333,2016-12-31,2017-03-31
000333,2017-03-31,2017-04-29
000333,2017-06-30,2017-08-31
000333,2017-09-30,2017-10-31
000333,2017-12-31,2018-03-31
000333,2018-03-31,2018-04-28
000333,2018-06-30,2018-08-31
000333,2018-09-30,2018-10-31
000333,2018-12-31,2019-04-20
000333,2019-03-31,2019-04-30
000333,2019-06-30,2019-08-31
000333,2019-09-30,2019-10-31
000333,2019-12-31,2020-04-30
000333,2020-03-31,2020-04-30
000333,2020-06-30,2020-08-31
000333,2020-09-30,2020-10-31
000333,2020-12-31,2021-04-30
000333,2021-03-31,2021-04-30
000333,2021-06-30,2021-08-31
000333,2021-09-30,2021-10-30
000333,2021-12-31,2022-04-30
000333,2022-03-31,2022-04-30
000333,2022-06-30,2022-08-31
000333,2022-09-30,2022-10-29
000333,2022-12-31,2023-04-29
000333,2023-03-31,2023-04-29
000333,2023-06-30,2023-08-31
000333,2023-09-30,2023-10-31
000333,2023-12-31,2024-03-28
000333,2024-03-31,2024-04-30
000333,2024-06-30,2024-08-20
000333,2024-09-30,2024-10-31
000333,2024-12-31,2025-03-29
000333,2025-03-31,2025-04-30
000333,2025-06-30,2025-08-30
000333,2025-09-30,2025-10-30
000333,2025-12-31,2026-03-31
000333,2026-03-31,2026-04-30
000333,2026-06-30,2026-08-29
600183,2015-03-31,2015-04-30
600183,2015-06-30,2015-08-27
600183,2015-09-30,2015-10-31
600183,2015-12-31,2016-03-18
600183,2016-03-31,2016-04-28
600183,2016-06-30,2016-08-26
600183,2016-09-30,2016-10-31
600183,2016-12-31,2017-03-31
600183,2017-03-31,2017-04-29
600183,2017-06-30,2017-08-31
600183,2017-09-30,2017-10-31
600183,2017-12-31,2018-03-28
600183,2018-03-31,2018-04-26
600183,2018-06-30,2018-08-15
600183,2018-09-30,2018-10-30
600183,2018-12-31,2019-03-27
600183,2019-03-31,2019-04-25
600183,2019-06-30,2019-08-13
600183,2019-09-30,2019-10-30
600183,2019-12-31,2020-03-25
600183,2020-03-31,2020-04-29
600183,2020-06-30,2020-08-11
600183,2020-09-30,2020-10-24
600183,2020-12-31,2021-03-30
600183,2021-03-31,2021-04-30
600183,2021-06-30,2021-08-14
600183,2021-09-30,2021-10-28
600183,2021-12-31,2022-03-29
600183,2022-03-31,2022-04-30
600183,2022-06-30,2022-08-13
600183,2022-09-30,2022-10-28
600183,2022-12-31,2023-03-29
600183,2023-03-31,2023-04-29
600183,2023-06-30,2023-08-18
600183,2023-09-30,2023-10-27
600183,2023-12-31,2024-03-29
600183,2024-03-31,2024-04-27
600183,2024-06-30,2024-08-28
600183,2024-09-30,2024-10-29
600183,2024-12-31,2025-03-29
600183,2025-03-31,2025-04-29
600183,2025-06-30,2025-08-16
600183,2025-09-30,2025-10-29
600183,2025-12-31,2026-04-25
600183,2026-03-31,2026-04-29
600183,2026-06-30,2026-08-15
603893,2019-12-31,2020-04-23
603893,2020-03-31,2020-04-30
603893,2020-06-30,2020-08-28
603893,2020-09-30,2020-10-29
603893,2020-12-31,2021-04-27
603893,2021-03-31,2021-04-27
603893,2021-06-30,2021-08-27
603893,2021-09-30,2021-10-28
603893,2021-12-31,2022-03-22
603893,2022-03-31,2022-04-28
603893,2022-06-30,2022-08-10
603893,2022-09-30,2022-10-28
603893,2022-12-31,2023-04-10
603893,2023-03-31,2023-04-26
603893,2023-06-30,2023-08-15
603893,2023-09-30,2023-10-19
603893,2023-12-31,2024-04-15
603893,2024-03-31,2024-04-26
603893,2024-06-30,2024-08-27
603893,2024-09-30,2024-10-23
603893,2024-12-31,2025-04-23
603893,2025-03-31,2025-04-23
603893,2025-06-30,2025-08-19
603893,2025-09-30,2025-10-28
603893,2025-12-31,2026-04-15
603893,2026-03-31,2026-04-22
603893,2026-06-30,2026-08-18
000657,2015-03-31,2015-04-30
000657,2015-06-30,2015-08-31
000657,2015-09-30,2015-10-27
000657,2015-12-31,2016-04-27
000657,2016-03-31,2016-04-27
000657,2016-06-30,2016-08-31
000657,2016-09-30,2016-10-28
000657,2016-12-31,2017-04-29
000657,2017-03-31,2017-04-29
000657,2017-06-30,2017-08-31
000657,2017-09-30,2017-10-31
000657,2017-12-31,2018-04-20
000657,2018-03-31,2018-04-20
000657,2018-06-30,2018-08-31
000657,2018-09-30,2018-10-29
000657,2018-12-31,2019-04-19
000657,2019-03-31,2019-04-29
000657,2019-06-30,2019-08-19
000657,2019-09-30,2019-10-30
000657,2019-12-31,2020-04-27
000657,2020-03-31,2020-04-27
000657,2020-06-30,2020-08-24
000657,2020-09-30,2020-10-29
000657,2020-12-31,2021-04-30
000657,2021-03-31,2021-04-30
000657,2021-06-30,2021-08-26
000657,2021-09-30,2021-10-26
000657,2021-12-31,2022-04-29
000657,2022-03-31,2022-04-29
000657,2022-06-30,2022-08-25
000657,2022-09-30,2022-10-27
000657,2022-12-31,2023-04-28
000657,2023-03-31,2023-04-28
000657,2023-06-30,2023-08-23
000657,2023-09-30,2023-10-27
000657,2023-12-31,2024-04-26
000657,2024-03-31,2024-04-26
000657,2024-06-30,2024-08-23
000657,2024-09-30,2024-10-26
000657,2024-12-31,2025-04-25
000657,2025-03-31,2025-04-25
000657,2025-06-30,2025-08-27
000657,2025-09-30,2025-10-27
000657,2025-12-31,2026-04-27
000657,2026-03-31,2026-04-27
000657,2026-06-30,2026-08-24
000858,2015-03-31,2015-04-29
000858,2015-06-30,2015-08-28
000858,2015-09-30,2015-10-29
000858,2015-12-31,2016-03-28
000858,2016-03-31,2016-04-29
000858,2016-06-30,2016-08-24
000858,2016-09-30,2016-10-28
000858,2016-12-31,2017-03-31
000858,2017-03-31,2017-04-28
000858,2017-06-30,2017-08-28
000858,2017-09-30,2017-10-27
000858,2017-12-31,2018-04-28
000858,2018-03-31,2018-04-28
000858,2018-06-30,2018-08-28
000858,2018-09-30,2018-10-29
000858,2018-12-31,2019-03-28
000858,2019-03-31,2019-04-29
000858,2019-06-30,2019-08-31
000858,2019-09-30,2019-10-31
000858,2019-12-31,2020-04-28
000858,2020-03-31,2020-04-28
000858,2020-06-30,2020-08-28
000858,2020-09-30,2020-10-30
000858,2020-12-31,2021-04-28
000858,2021-03-31,2021-04-28
000858,2021-06-30,2021-08-30
000858,2021-09-30,2021-10-30
000858,2021-12-31,2022-04-29
000858,2022-03-31,2022-04-29
000858,2022-06-30,2022-08-26
000858,2022-09-30,2022-10-28
000858,2022-12-31,2023-04-29
000858,2023-03-31,2023-04-29
000858,2023-06-30,2023-08-26
000858,2023-09-30,2023-10-28
000858,2023-12-31,2024-04-29
000858,2024-03-31,2024-04-29
000858,2024-06-30,2024-08-29
000858,2024-09-30,2024-10-31
000858,2024-12-31,2025-04-26
000858,2025-03-31,2025-04-26
000858,2025-06-30,2025-08-28
000858,2025-09-30,2025-10-31
000858,2025-12-31,2026-04-30
000858,2026-03-31,2026-04-30
000858,2026-06-30,2026-08-29
601100,2015-03-31,2015-04-28
601100,2015-06-30,2015-08-18
601100,2015-09-30,2015-10-27
601100,2015-12-31,2016-04-12
601100,2016-03-31,2016-04-30
601100,2016-06-30,2016-08-23
601100,2016-09-30,2016-10-25
601100,2016-12-31,2017-04-25
601100,2017-03-31,2017-04-25
601100,2017-06-30,2017-08-15
601100,2017-09-30,2017-10-31
601100,2017-12-31,2018-04-17
601100,2018-03-31,2018-04-26
601100,2018-06-30,2018-08-21
601100,2018-09-30,2018-10-30
601100,2018-12-31,2019-04-23
601100,2019-03-31,2019-04-23
601100,2019-06-30,2019-08-27
601100,2019-09-30,2019-10-30
601100,2019-12-31,2020-04-30
601100,2020-03-31,2020-04-30
601100,2020-06-30,2020-08-25
601100,2020-09-30,2020-10-27
601100,2020-12-31,2021-04-27
601100,2021-03-31,2021-04-27
601100,2021-06-30,2021-08-24
601100,2021-09-30,2021-10-30
601100,2021-12-31,2022-04-26
601100,2022-03-31,2022-04-26
601100,2022-06-30,2022-08-30
601100,2022-09-30,2022-10-25
601100,2022-12-31,2023-04-25
601100,2023-03-31,2023-04-25
601100,2023-06-30,2023-08-29
601100,2023-09-30,2023-10-31
601100,2023-12-31,2024-04-23
601100,2024-03-31,2024-04-23
601100,2024-06-30,2024-08-27
601100,2024-09-30,2024-10-29
601100,2024-12-31,2025-04-29
601100,2025-03-31,2025-04-29
601100,2025-06-30,2025-08-26
601100,2025-09-30,2025-10-28
601100,2025-12-31,2026-04-21
601100,2026-03-31,2026-04-28
601100,2026-06-30,2026-08-25
301308,2022-06-30,2022-08-25
301308,2022-09-30,2022-10-26
301308,2022-12-31,2023-03-22
301308,2023-03-31,2023-04-25
301308,2023-06-30,2023-08-31
301308,2023-09-30,2023-10-27
301308,2023-12-31,2024-04-22
301308,2024-03-31,2024-04-22
301308,2024-06-30,2024-08-27
301308,2024-09-30,2024-10-29
301308,2024-12-31,2025-03-21
301308,2025-03-31,2025-04-28
301308,2025-06-30,2025-08-23
301308,2025-09-30,2025-10-30
301308,2025-12-31,2026-04-28
301308,2026-03-31,2026-04-28
301308,2026-06-30,2026-08-11
000938,2015-03-31,2015-04-28
000938,2015-06-30,2015-08-28
000938,2015-09-30,2015-10-29
000938,2015-12-31,2016-04-30
000938,2016-03-31,2016-04-30
